source_path,destination_path,reviewer,artifact_role,size_bytes,modified_time,sha256,action,notes
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\03-architecture\adrs\ADR-005-STAGED-BUILDOFF.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\03-architecture\adrs\ADR-005-STAGED-BUILDOFF.md,n/a,clean_baseline_corpus,507,2026-07-20T01:48:26Z,05cd7b9c6b24e1e4359b46606b1f71f8b10c9be230fe9697e57e7edda68b313e,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\03-architecture\adrs\ADR-006-BOUNDED-REPAIR.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\03-architecture\adrs\ADR-006-BOUNDED-REPAIR.md,n/a,clean_baseline_corpus,547,2026-07-20T01:48:26Z,187a5f6ac1829162d15749b10ffd692d804a5ced431f2b004a155f201cbcc1ff,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\03-architecture\rfcs\RFC-001-COMPILER-PIPELINE.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\03-architecture\rfcs\RFC-001-COMPILER-PIPELINE.md,n/a,clean_baseline_corpus,1061,2026-07-20T01:48:26Z,07162fdbc1929b01264f29caeb31e1a250e2d45afdffacfdb8513147160a104b,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\03-architecture\rfcs\RFC-002-PROVIDER-ADAPTER-CONTRACT.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\03-architecture\rfcs\RFC-002-PROVIDER-ADAPTER-CONTRACT.md,n/a,clean_baseline_corpus,746,2026-07-20T01:48:26Z,532fbc2bad521b754b36d2188f9a84c9aa49c086e910d4dfcce62b10c67e140d,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\03-architecture\rfcs\RFC-003-EVALUATION-ENGINE.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\03-architecture\rfcs\RFC-003-EVALUATION-ENGINE.md,n/a,clean_baseline_corpus,676,2026-07-20T01:48:26Z,f6690c2562ea77129b2f3a3fdfe187a6faee0ed2161f35ba1b5c0312d11a72f3,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\04-specification\ACCEPTANCE_CRITERIA.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\04-specification\ACCEPTANCE_CRITERIA.md,n/a,clean_baseline_corpus,3966,2026-07-20T01:45:06Z,62421e4a5267593468b6d37b42f7ba3fac7ae38d7393278edbb7efd6e32f0fa4,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\04-specification\API_CONTRACTS.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\04-specification\API_CONTRACTS.md,n/a,clean_baseline_corpus,1069,2026-07-20T01:45:06Z,6cc51ee9f48ea22134d4058ad56387399ab00d2a4a052a8f701b44c919c60214,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\04-specification\DATABASE_MODEL.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\04-specification\DATABASE_MODEL.md,n/a,clean_baseline_corpus,1068,2026-07-20T01:45:06Z,8892d51c4f960d573f3ac0ac74c5ab822d95af5446518f9b04dbb63938bf657d,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\04-specification\PRD.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\04-specification\PRD.md,n/a,clean_baseline_corpus,3759,2026-07-20T01:45:06Z,3485c6d4509deb3c9c1df001ae3ca5b25e2aff0d7f54c7ee8433eb23bb263bd4,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\04-specification\UX_SPEC.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\04-specification\UX_SPEC.md,n/a,clean_baseline_corpus,2588,2026-07-20T01:45:06Z,a76e19e45d2dd6d33543a17b9472e0d59660c9ab568706052cffaf197124daa7,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\05-benchmark\BENCHMARK_RULES.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\05-benchmark\BENCHMARK_RULES.md,n/a,clean_baseline_corpus,1350,2026-07-20T01:45:06Z,f8856755b09119c1c932b728b955fcf108f02adfa07900d577c48d2fc267d854,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\05-benchmark\ENVIRONMENT.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\05-benchmark\ENVIRONMENT.md,n/a,clean_baseline_corpus,1415,2026-07-20T01:45:06Z,e82cc9289b6a6292901e6234e31c0093ddfe2f95a74b464545a6cf39da886595,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\05-benchmark\HIDDEN_TEST_INTERFACE.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\05-benchmark\HIDDEN_TEST_INTERFACE.md,n/a,clean_baseline_corpus,980,2026-07-20T01:45:06Z,1cebf1d39da63cddb923fc11c23d343b536318ace7c7d3e0e9e67258d39a4078,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\05-benchmark\MARKETING_CLAIMS_POLICY.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\05-benchmark\MARKETING_CLAIMS_POLICY.md,n/a,clean_baseline_corpus,713,2026-07-20T01:45:06Z,b5efe9d6ac4d54b9fdbc039f66245b4b19a7105630ec7391a27af64c8523afdd,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\05-benchmark\MASTER_BUILD_PROMPT.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\05-benchmark\MASTER_BUILD_PROMPT.md,n/a,clean_baseline_corpus,2326,2026-07-20T01:45:06Z,a64f0e4846af2672e43c12fc7c0344e2e5e6656ceaa5fb8d37ea63f18d344056,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\05-benchmark\SCORING_RUBRIC.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\05-benchmark\SCORING_RUBRIC.md,n/a,clean_baseline_corpus,1093,2026-07-20T01:45:06Z,d0c29b76ef8c8dc90f516818061fb4a3a533f4cae6877e2072a313198b632721,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\05-benchmark\SOURCE_MANIFEST.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\05-benchmark\SOURCE_MANIFEST.md,n/a,clean_baseline_corpus,1030,2026-07-20T01:45:06Z,3448e84bf7688fc65a5335c874e91a76a8a6fa24bf3d2748df1f4e00e319d4cd,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\06-implementation\IMPLEMENTATION_ENTRY_CRITERIA.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\06-implementation\IMPLEMENTATION_ENTRY_CRITERIA.md,n/a,clean_baseline_corpus,733,2026-07-20T01:48:26Z,232230ba18f0223fac47f8dd8a459f6315d269034a656a32a9bb461bd0e21410,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\06-implementation\REPOSITORY_SCAFFOLD.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\06-implementation\REPOSITORY_SCAFFOLD.md,n/a,clean_baseline_corpus,1000,2026-07-20T01:45:06Z,7a97e7a6c82c8ebe6379fd20eb6eddd67d320564abff90ea0d526121396a1dc6,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\07-verification\SECURITY_THREAT_MODEL.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\07-verification\SECURITY_THREAT_MODEL.md,n/a,clean_baseline_corpus,2598,2026-07-20T01:45:06Z,b7859d8b72e7f495493cb3ca9445ecd303f27b366f69cf0f530bee6638cf8c12,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\07-verification\VALIDATION_MATRIX.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\07-verification\VALIDATION_MATRIX.md,n/a,clean_baseline_corpus,697,2026-07-20T01:45:06Z,c9c52f17099e5f1ff2d9dbbffdfe7982a439d5909c1cf17f178b62c0fb36f24a,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\08-release\MILESTONES.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\08-release\MILESTONES.md,n/a,clean_baseline_corpus,1343,2026-07-20T01:45:06Z,91ef968dd6875116ba3c9c3a902b0d0532955a06bf7a72aa1b9d9f662ebfb387,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\08-release\RELEASE_NOTES_v0.3.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\08-release\RELEASE_NOTES_v0.3.md,n/a,clean_baseline_corpus,813,2026-07-20T01:48:26Z,56f113181a88f192155e735e30747450a342d8cef4dcfa988abf213547d8fa38,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\08-release\RELEASE_NOTES_v0.4.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\08-release\RELEASE_NOTES_v0.4.md,n/a,clean_baseline_corpus,413,2026-07-20T01:53:48Z,597122b8ee3dc66833c855d218d463c8066a04d64ffaf76044a470b7121a8aa7,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\08-release\ROADMAP.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\08-release\ROADMAP.md,n/a,clean_baseline_corpus,1143,2026-07-20T01:51:32Z,f99bf98197358608a8ca640fac3d116ad20cf6ec004db22a2eaf9cb91fe0784c,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\EXECUTION_RUNBOOK.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\EXECUTION_RUNBOOK.md,n/a,clean_baseline_corpus,1788,2026-07-20T01:53:48Z,b646da85a63de064cd641d2461df173cfcd13e3c73018c785d851eeb5c707db4,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\INTAKE_TRACKER.csv,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\INTAKE_TRACKER.csv,n/a,clean_baseline_corpus,445,2026-07-20T01:53:48Z,e5ddd70bff08494057b4d77ccb899ade32f6eb60ac20a33f2bdf942e73d5abe7,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\README.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\README.md,n/a,clean_baseline_corpus,1143,2026-07-20T01:53:48Z,7472ab0c76ac855f45f86deb3b49952b58d64a8987e3b4cc468e3bf4e578c1fe,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\REVIEWER_REGISTRY.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\REVIEWER_REGISTRY.md,n/a,clean_baseline_corpus,1686,2026-07-20T01:53:48Z,a986b056bd7e1c7776d329166618f33d7e874b68990d350193c2d7dcc701c6d8,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\REVIEW_OUTPUT_CONTRACT.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\REVIEW_OUTPUT_CONTRACT.md,n/a,clean_baseline_corpus,1032,2026-07-20T01:54:08Z,ebd2860c72513fffefad2851268a1ef23c46a93274a23be9b8024bd8049f41e4,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\ROUND1_EXIT_CHECKLIST.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\ROUND1_EXIT_CHECKLIST.md,n/a,clean_baseline_corpus,691,2026-07-20T01:53:48Z,560ea7b1be378d16ef86617a6d306f2f2f1f003bbd48a13f862019c095448d02,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\prompts\CLAUDE_CODE_LAUNCH.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\prompts\CLAUDE_CODE_LAUNCH.md,n/a,clean_baseline_corpus,805,2026-07-20T01:53:48Z,ef3b20d6de6728e2dc8dac07e9c35a99d7534070193d6284d0746e2a9536e634,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\prompts\DEEPSEEK_LAUNCH.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\prompts\DEEPSEEK_LAUNCH.md,n/a,clean_baseline_corpus,376,2026-07-20T01:53:48Z,17b9dda305e4925070048012a2ab74b2af78b9730785413137fd5163c2e8aa2c,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\prompts\GEMINI_LAUNCH.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\prompts\GEMINI_LAUNCH.md,n/a,clean_baseline_corpus,788,2026-07-20T01:53:48Z,5a710fdce35faf0dfd79a0b770d41d1a10294e44dfab6ed5d32b055643d507fe,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\prompts\HUMAN_PRODUCT_LAUNCH.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\prompts\HUMAN_PRODUCT_LAUNCH.md,n/a,clean_baseline_corpus,411,2026-07-20T01:53:48Z,6be70f26dcca7e76cfecd08bc578d1e5b77cdb01f9a7bf8c3dad509ff8ac0dfb,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\prompts\KIMI_CODE_LAUNCH.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\prompts\KIMI_CODE_LAUNCH.md,n/a,clean_baseline_corpus,763,2026-07-20T01:53:48Z,aef0f129e565f19cf8ae53f58655614a9b73331d695604b026b68bc143628717,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\prompts\MISTRAL_LAUNCH.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\prompts\MISTRAL_LAUNCH.md,n/a,clean_baseline_corpus,418,2026-07-20T01:53:48Z,532a4b3c354aa2c8ffff530f535fae1ba6fb9a4c2c37b77ffe921b869b912348,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\prompts\OPENAI_CODEX_LAUNCH.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\prompts\OPENAI_CODEX_LAUNCH.md,n/a,clean_baseline_corpus,1139,2026-07-20T01:53:48Z,39b3c6fd23fc6972506e139df8a3c2eee049d82f7e663d9abbb4bcc3f6703a2a,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\prompts\QWEN_LAUNCH.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\prompts\QWEN_LAUNCH.md,n/a,clean_baseline_corpus,397,2026-07-20T01:53:48Z,b00c0742ef8f986663ddee36360ba8a41d990fbc349ef8dd3bb2233b2220cd5a,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\scripts\checksum_corpus.py,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\scripts\checksum_corpus.py,n/a,clean_baseline_corpus,221,2026-07-20T01:53:48Z,496da2f2bc47c5d35cfb09e1be1ce499d2c1976e5329af11ea04f34e074d48f4,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\scripts\validate_review.py,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\scripts\validate_review.py,n/a,clean_baseline_corpus,1700,2026-07-20T01:53:48Z,ffafca9ba76e89e27f96cb1920d90f3460eaa7a88a25dab3c30e3af5101d51d6,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\templates\NONPARTICIPATION_RECORD.template.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\templates\NONPARTICIPATION_RECORD.template.json,n/a,clean_baseline_corpus,188,2026-07-20T01:53:48Z,8abc88c2d5753893070e20c8ae2d12c037470751ecec557603717dcfaa2512c1,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\templates\RESOLUTION_RECORD.template.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\templates\RESOLUTION_RECORD.template.json,n/a,clean_baseline_corpus,276,2026-07-20T01:53:48Z,9fa8fbe6b7c646717b5aaff9249e87d943a0ef5dd5450344a8e3219a2fe2eabd,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\09-review-execution\templates\REVIEW_RUN_MANIFEST.template.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\09-review-execution\templates\REVIEW_RUN_MANIFEST.template.json,n/a,clean_baseline_corpus,809,2026-07-20T01:53:48Z,9f15233b16f9cbd5cc2440adad809e136158f3d7af059c5f8468c1c5cd86bd80,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\PACK_MANIFEST.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\PACK_MANIFEST.json,n/a,clean_baseline_corpus,17288,2026-07-20T01:48:26Z,e7ea4f8d234ad309b3f44320a6ba39b59bf1130e8a6ae0d3f5f8d965efd4afe0,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\README.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\README.md,n/a,clean_baseline_corpus,1519,2026-07-20T01:53:48Z,e9c2f28448193293d8a83cf039df67280e29d02c5aa91e3ab83878aa32f17196,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\review-kits\CLAUDE_CODE_FABLE_REVIEW.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\review-kits\CLAUDE_CODE_FABLE_REVIEW.md,n/a,clean_baseline_corpus,391,2026-07-20T01:48:26Z,91514a6e3ebcb53a88b7c3a814f212f397ec62dbf05ff372ba615eb84eb88928,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\review-kits\DEEPSEEK_REVIEW.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\review-kits\DEEPSEEK_REVIEW.md,n/a,clean_baseline_corpus,370,2026-07-20T01:48:26Z,ec68e57c9050893592acb536ee0dce1128137f29f5ac795950e3319ea7068aae,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\review-kits\GEMINI_REVIEW.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\review-kits\GEMINI_REVIEW.md,n/a,clean_baseline_corpus,392,2026-07-20T01:48:26Z,9295f6f56b2c2479870f02d72e3457149cbc527d2f69e2bfa955902e2a433917,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\review-kits\HUMAN_PRODUCT_REVIEW.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\review-kits\HUMAN_PRODUCT_REVIEW.md,n/a,clean_baseline_corpus,407,2026-07-20T01:48:26Z,0d1fb710d63734352a17d971c6747576509b58250a8ede3c6264097e5bad14fb,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\review-kits\KIMI_CODE_K3_REVIEW.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\review-kits\KIMI_CODE_K3_REVIEW.md,n/a,clean_baseline_corpus,398,2026-07-20T01:48:26Z,ebf549ee458c2ae9857de4952213fa15489d502c295ae926cbf8c136e0bddac8,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\review-kits\MISTRAL_REVIEW.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\review-kits\MISTRAL_REVIEW.md,n/a,clean_baseline_corpus,373,2026-07-20T01:48:26Z,f8b26e1060622a946a0f2c85636db23d613a3df722b9f5d052c9b92dd9226ff8,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\review-kits\OPENAI_CODEX_SOL_REVIEW.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\review-kits\OPENAI_CODEX_SOL_REVIEW.md,n/a,clean_baseline_corpus,407,2026-07-20T01:48:26Z,24ae3c503276f4f113ab8923cd1e4757298a176425e23bd10969376c3f27aad1,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\review-kits\QWEN_REVIEW.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\review-kits\QWEN_REVIEW.md,n/a,clean_baseline_corpus,368,2026-07-20T01:48:26Z,05f847792746887e1cf8e7f79305c94d6989536870e5422a10b23adf8f29e11a,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\review-kits\SYNTHESIS_PROMPT.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\review-kits\SYNTHESIS_PROMPT.md,n/a,clean_baseline_corpus,619,2026-07-20T01:48:26Z,74e7b7c80ce745101abdbc7bbdbdb3331c8ffa8bb55ad4562fbd36ab6b89a5b9,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
