source_path,destination_path,reviewer,artifact_role,size_bytes,modified_time,sha256,action,notes
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\review-kits\UNIVERSAL_REVIEW_PROTOCOL.md,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\review-kits\UNIVERSAL_REVIEW_PROTOCOL.md,n/a,clean_baseline_corpus,1080,2026-07-20T01:48:26Z,a9a3f236dfafd681a019c34738637924aa87362a0d2bc523e410a4d3cd1d6aa5,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\schemas\API_ERROR.schema.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\schemas\API_ERROR.schema.json,n/a,clean_baseline_corpus,465,2026-07-20T01:37:30Z,762a47ca81a928fc5341b276566b93d2b90d9df04ffa73ce1d0bd47514a0f291,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\schemas\ARTIFACT_MANIFEST.schema.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\schemas\ARTIFACT_MANIFEST.schema.json,n/a,clean_baseline_corpus,989,2026-07-20T01:37:30Z,7c169cc286477607bb35486b25604a043578f6c2f324d68be04c18f96abd84ce,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\schemas\COMPILATION_REQUEST.schema.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\schemas\COMPILATION_REQUEST.schema.json,n/a,clean_baseline_corpus,1340,2026-07-20T01:37:30Z,dd9671c470ffc70db7c938c11423635e778c8e142290f20ef934b43c707dadde,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\schemas\COMPILATION_RESULT.schema.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\schemas\COMPILATION_RESULT.schema.json,n/a,clean_baseline_corpus,1144,2026-07-20T01:37:30Z,77e6c2c7233152d0aef2335da7e04cf3ab3a72962eedbf6122ac423aafc12f4f,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\schemas\EVALUATION_CASE.schema.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\schemas\EVALUATION_CASE.schema.json,n/a,clean_baseline_corpus,1312,2026-07-20T01:37:30Z,feb7490d8e29055b09cf6a0073c9a885f3cdeefbefa60a239af054e98f22387e,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\schemas\EVALUATION_RESULT.schema.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\schemas\EVALUATION_RESULT.schema.json,n/a,clean_baseline_corpus,1224,2026-07-20T01:37:30Z,922ec7ec81f83b0ea655544136be3f50bdedfdfc1eb348c32ce73c58f57051e7,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\schemas\PROMPTRIG_IR.schema.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\schemas\PROMPTRIG_IR.schema.json,n/a,clean_baseline_corpus,3849,2026-07-20T01:37:30Z,f01460753aa130e8c298b18a2d35e8289b6e63608dc20238b3b1fbed4928c1b4,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\schemas\PROVIDER_MANIFEST.schema.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\schemas\PROVIDER_MANIFEST.schema.json,n/a,clean_baseline_corpus,2414,2026-07-20T01:37:30Z,3b3a6a1a76ab2df903fd8addd10feb96dca3b795a80ba1d429b572b890bb3cb3,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\schemas\SUBMISSION_MANIFEST.schema.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\schemas\SUBMISSION_MANIFEST.schema.json,n/a,clean_baseline_corpus,1739,2026-07-20T01:37:30Z,7990a31d56a718c53b4725945b21e5cbb3496f18eaf742f7ad84aeae62c45555,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\canonical-source\promptrig-review-corpus-v0.4\schemas\TRACE_EVENT.schema.json,C:\AI\PromptRig-Central\clean-review-corpus\promptrig-review-corpus-v0.4\schemas\TRACE_EVENT.schema.json,n/a,clean_baseline_corpus,1417,2026-07-20T01:37:30Z,497c9dc06a4343722b42a0d40b2a7a8dba218bcd3d36142f9112d7265df62dac,copied_verbatim,Seeded from handoff package canonical-source (clean baseline corpus for comparison).
C:\AI\promptrig-part1-consolidation-handoff-v1.0\reference-packages\promptrig-review-corpus-v0.4.zip,C:\AI\PromptRig-Central\reference-packages\promptrig-review-corpus-v0.4.zip,n/a,reference_package_zip,70523,2026-07-20T06:27:39Z,a0bd3c1a6d91bb2330cd41d8933a723d94fc01ea40cfe824aca707a4666902e2,copied_verbatim,"Immutable reference backup ZIP, not edited."
C:\AI\promptrig-part1-consolidation-handoff-v1.0\reference-packages\promptrig-review-launch-v0.4.zip,C:\AI\PromptRig-Central\reference-packages\promptrig-review-launch-v0.4.zip,n/a,reference_package_zip,105815,2026-07-20T06:27:39Z,59de59b05ad9cf87f7fd8dbf7df485d4d78a191874069178825bda2ed9bf9247,copied_verbatim,"Immutable reference backup ZIP, not edited."
C:\AI\claude promptrig-review-launch-v0.4\09-review-execution\evidence\claude-code\EXECUTIVE_REPORT.md,C:\AI\PromptRig-Central\review-results\round-1\claude-code-fable-5-high\EXECUTIVE_REPORT.md,claude-code-fable-5-high,standard:EXECUTIVE_REPORT,15981,2026-07-20T02:42:12.427919Z,767d76ff49be13876223272645221f1c2bbdeac48301de313374cf79e1ee38c4,copied_verbatim,
C:\AI\claude promptrig-review-launch-v0.4\09-review-execution\evidence\claude-code\FINDINGS.json,C:\AI\PromptRig-Central\review-results\round-1\claude-code-fable-5-high\FINDINGS.json,claude-code-fable-5-high,standard:FINDINGS,30908,2026-07-20T02:43:54.548226Z,306d092b621b63976107de0f10a9a7a00c39af5ddff48e83b261c306ebd8d9e9,copied_verbatim,
C:\AI\claude promptrig-review-launch-v0.4\09-review-execution\evidence\claude-code\RUN_MANIFEST.json,C:\AI\PromptRig-Central\review-results\round-1\claude-code-fable-5-high\RUN_MANIFEST.json,claude-code-fable-5-high,standard:RUN_MANIFEST,2957,2026-07-20T02:44:25.547121Z,66e7283d78db8714fc57f459ad30095357642bc21784faba8d7647298d18387e,copied_verbatim,
C:\AI\Codex\codex promptrig v0.4 audit\promptrig-review-launch-v0.4\09-review-execution\promptrig_codex_EXECUTIVE_REPORT.md,C:\AI\PromptRig-Central\review-results\round-1\codex-sol-high\promptrig_codex_EXECUTIVE_REPORT.md,codex-sol-high,standard:EXECUTIVE_REPORT,13075,2026-07-20T02:58:59.015716Z,21691a6c0e23a486f925750b06f03095597d57c4de653923b093621d55d31492,copied_verbatim,Original filename preserved verbatim (Codex used a prefixed non-standard filename); content maps 1:1 to the standard EXECUTIVE_REPORT.md role.
C:\AI\Codex\codex promptrig v0.4 audit\promptrig-review-launch-v0.4\09-review-execution\promptrig_codex_FINDINGS.json,C:\AI\PromptRig-Central\review-results\round-1\codex-sol-high\promptrig_codex_FINDINGS.json,codex-sol-high,standard:FINDINGS,26382,2026-07-20T02:57:23.444070Z,3ad46caf63e9acbb286909aa2bcb139af33d277c635122999f626b69cca55227,copied_verbatim,Original filename preserved verbatim; maps to standard FINDINGS.json role.
C:\AI\Codex\codex promptrig v0.4 audit\promptrig-review-launch-v0.4\09-review-execution\promptrig_codex_RUN_MANIFEST.json,C:\AI\PromptRig-Central\review-results\round-1\codex-sol-high\promptrig_codex_RUN_MANIFEST.json,codex-sol-high,standard:RUN_MANIFEST,2213,2026-07-20T02:59:24.388156Z,e93373b51cceab4ce99cdef32eb847bd0f8de7e3547e46a141ee68593ccf3e83,copied_verbatim,Original filename preserved verbatim; maps to standard RUN_MANIFEST.json role.
C:\AI\gemini promptrig-review-launch-v0.4\EXECUTIVE_REPORT.md,C:\AI\PromptRig-Central\review-results\round-1\gemini-3.5-flash-high-antigravity\EXECUTIVE_REPORT.md,gemini-3.5-flash-high-antigravity,standard:EXECUTIVE_REPORT,12359,2026-07-20T02:12:43.727283Z,bee49be64d2feaf911e4acc8524c87865bcd0d93fe772c612aaef7d32291e943,copied_verbatim,
C:\AI\gemini promptrig-review-launch-v0.4\FINDINGS.json,C:\AI\PromptRig-Central\review-results\round-1\gemini-3.5-flash-high-antigravity\FINDINGS.json,gemini-3.5-flash-high-antigravity,standard:FINDINGS,15968,2026-07-20T02:12:36.960839Z,acba5d6017ae1106f793b5675e8008f4742d8f70b422210944504cb80ba4f281,copied_verbatim,
C:\AI\gemini promptrig-review-launch-v0.4\RUN_MANIFEST.json,C:\AI\PromptRig-Central\review-results\round-1\gemini-3.5-flash-high-antigravity\RUN_MANIFEST.json,gemini-3.5-flash-high-antigravity,standard:RUN_MANIFEST,1694,2026-07-20T02:20:53.103578Z,49db1293679745b2a2afedbd71f320af76d98c0f10c993a8a9a612ae039d255d,copied_verbatim,
(none -- authored by consolidation process),C:\AI\PromptRig-Central\review-results\round-1\kimi-k3-high\NO_REVIEWER_OUTPUT_FOUND.md,kimi-k3-high,audit_note_authored,1417,2026-07-20T06:42:49.579533Z,38d31a08a903b4d972f23af9a29dc4f0f508f582431a8afc98352c5ae42c9a8f,authored,No standard artifacts exist in the Kimi K3 source folder; this note documents that deficiency. Not reviewer output.
C:\AI\claude promptrig-review-launch-v0.4\09-review-execution\evidence\claude-code\EXECUTIVE_REPORT.md,C:\AI\PromptRig-Central\review-working-snapshots\claude-code-fable-5-high\09-review-execution\evidence\claude-code\EXECUTIVE_REPORT.md,claude-code-fable-5-high,working_snapshot_copy_of_standard_artifact,15981,2026-07-20T02:42:12.427919Z,767d76ff49be13876223272645221f1c2bbdeac48301de313374cf79e1ee38c4,copied_verbatim,Differential snapshot: this is the only file unique to the reviewer working folder vs. the launch-pack baseline.
C:\AI\claude promptrig-review-launch-v0.4\09-review-execution\evidence\claude-code\FINDINGS.json,C:\AI\PromptRig-Central\review-working-snapshots\claude-code-fable-5-high\09-review-execution\evidence\claude-code\FINDINGS.json,claude-code-fable-5-high,working_snapshot_copy_of_standard_artifact,30908,2026-07-20T02:43:54.548226Z,306d092b621b63976107de0f10a9a7a00c39af5ddff48e83b261c306ebd8d9e9,copied_verbatim,Differential snapshot: this is the only file unique to the reviewer working folder vs. the launch-pack baseline.
C:\AI\claude promptrig-review-launch-v0.4\09-review-execution\evidence\claude-code\RUN_MANIFEST.json,C:\AI\PromptRig-Central\review-working-snapshots\claude-code-fable-5-high\09-review-execution\evidence\claude-code\RUN_MANIFEST.json,claude-code-fable-5-high,working_snapshot_copy_of_standard_artifact,2957,2026-07-20T02:44:25.547121Z,66e7283d78db8714fc57f459ad30095357642bc21784faba8d7647298d18387e,copied_verbatim,Differential snapshot: this is the only file unique to the reviewer working folder vs. the launch-pack baseline.
(none -- authored by consolidation process),C:\AI\PromptRig-Central\review-working-snapshots\claude-code-fable-5-high\SNAPSHOT_MANIFEST.json,claude-code-fable-5-high,snapshot_manifest_authored,21970,2026-07-20T06:43:51.065923Z,4e31b76a48d3a1f725de57bbdbf09ebd60783f054f7045e93cbe09e677398fcb,authored,"Documents 123 omitted unchanged baseline files by path+hash, plus the 3 unique files copied."
C:\AI\Codex\codex promptrig v0.4 audit\promptrig-review-launch-v0.4\09-review-execution\promptrig_codex_EXECUTIVE_REPORT.md,C:\AI\PromptRig-Central\review-working-snapshots\codex-sol-high\09-review-execution\promptrig_codex_EXECUTIVE_REPORT.md,codex-sol-high,working_snapshot_copy_of_standard_artifact,13075,2026-07-20T02:58:59.015716Z,21691a6c0e23a486f925750b06f03095597d57c4de653923b093621d55d31492,copied_verbatim,Differential snapshot: this is the only file unique to the reviewer working folder vs. the launch-pack baseline.
C:\AI\Codex\codex promptrig v0.4 audit\promptrig-review-launch-v0.4\09-review-execution\promptrig_codex_FINDINGS.json,C:\AI\PromptRig-Central\review-working-snapshots\codex-sol-high\09-review-execution\promptrig_codex_FINDINGS.json,codex-sol-high,working_snapshot_copy_of_standard_artifact,26382,2026-07-20T02:57:23.444070Z,3ad46caf63e9acbb286909aa2bcb139af33d277c635122999f626b69cca55227,copied_verbatim,Differential snapshot: this is the only file unique to the reviewer working folder vs. the launch-pack baseline.
C:\AI\Codex\codex promptrig v0.4 audit\promptrig-review-launch-v0.4\09-review-execution\promptrig_codex_RUN_MANIFEST.json,C:\AI\PromptRig-Central\review-working-snapshots\codex-sol-high\09-review-execution\promptrig_codex_RUN_MANIFEST.json,codex-sol-high,working_snapshot_copy_of_standard_artifact,2213,2026-07-20T02:59:24.388156Z,e93373b51cceab4ce99cdef32eb847bd0f8de7e3547e46a141ee68593ccf3e83,copied_verbatim,Differential snapshot: this is the only file unique to the reviewer working folder vs. the launch-pack baseline.
(none -- authored by consolidation process),C:\AI\PromptRig-Central\review-working-snapshots\codex-sol-high\SNAPSHOT_MANIFEST.json,codex-sol-high,snapshot_manifest_authored,21945,2026-07-20T06:43:52.100780Z,3c096c1ec0828b24e6d3bdd0b814f76cd1b1d5da7439382ddbba17e258cca273,authored,"Documents 123 omitted unchanged baseline files by path+hash, plus the 3 unique files copied."
C:\AI\gemini promptrig-review-launch-v0.4\EXECUTIVE_REPORT.md,C:\AI\PromptRig-Central\review-working-snapshots\gemini-3.5-flash-high-antigravity\EXECUTIVE_REPORT.md,gemini-3.5-flash-high-antigravity,working_snapshot_copy_of_standard_artifact,12359,2026-07-20T02:12:43.727283Z,bee49be64d2feaf911e4acc8524c87865bcd0d93fe772c612aaef7d32291e943,copied_verbatim,Differential snapshot: this is the only file unique to the reviewer working folder vs. the launch-pack baseline.
C:\AI\gemini promptrig-review-launch-v0.4\FINDINGS.json,C:\AI\PromptRig-Central\review-working-snapshots\gemini-3.5-flash-high-antigravity\FINDINGS.json,gemini-3.5-flash-high-antigravity,working_snapshot_copy_of_standard_artifact,15968,2026-07-20T02:12:36.960839Z,acba5d6017ae1106f793b5675e8008f4742d8f70b422210944504cb80ba4f281,copied_verbatim,Differential snapshot: this is the only file unique to the reviewer working folder vs. the launch-pack baseline.
C:\AI\gemini promptrig-review-launch-v0.4\RUN_MANIFEST.json,C:\AI\PromptRig-Central\review-working-snapshots\gemini-3.5-flash-high-antigravity\RUN_MANIFEST.json,gemini-3.5-flash-high-antigravity,working_snapshot_copy_of_standard_artifact,1694,2026-07-20T02:20:53.103578Z,49db1293679745b2a2afedbd71f320af76d98c0f10c993a8a9a612ae039d255d,copied_verbatim,Differential snapshot: this is the only file unique to the reviewer working folder vs. the launch-pack baseline.
(none -- authored by consolidation process),C:\AI\PromptRig-Central\review-working-snapshots\gemini-3.5-flash-high-antigravity\SNAPSHOT_MANIFEST.json,gemini-3.5-flash-high-antigravity,snapshot_manifest_authored,21856,2026-07-20T06:43:51.404316Z,056d4acc03f90ca944499774e30d1391374393a4ca26ec91c360f0e5fe4fd9da,authored,"Documents 123 omitted unchanged baseline files by path+hash, plus the 3 unique files copied."
(none -- authored by consolidation process),C:\AI\PromptRig-Central\review-working-snapshots\kimi-k3-high\SNAPSHOT_MANIFEST.json,kimi-k3-high,snapshot_manifest_authored,21331,2026-07-20T06:43:51.771430Z,2730ab22fb5753011129847d21b3a7f07c758aaa6b8919241a4a5e2de46d9353,authored,"Kimi working folder was byte-identical to the launch-pack baseline: 123 omitted unchanged files, 0 unique files."
